縣市,鄉鎮市區,村里,107年第二季宅數
嘉義縣,太保市,太保里,1
嘉義縣,太保市,後庄里,0
嘉義縣,太保市,前潭里,0
嘉義縣,太保市,後潭里,0
嘉義縣,太保市,梅埔里,0
嘉義縣,太保市,春珠里,1
嘉義縣,太保市,崙頂里,0
嘉義縣,太保市,東勢里,0
嘉義縣,太保市,新埤里,0
嘉義縣,太保市,舊埤里,1
嘉義縣,太保市,田尾里,1
嘉義縣,太保市,港尾里,0
嘉義縣,太保市,過溝里,12
嘉義縣,太保市,麻寮里,21
嘉義縣,太保市,南新里,0
嘉義縣,太保市,北新里,0
嘉義縣,太保市,埤鄉里,0
嘉義縣,太保市,安仁里,0
嘉義縣,朴子市,安福里,8
嘉義縣,朴子市,平和里,16
嘉義縣,朴子市,內厝里,14
嘉義縣,朴子市,開元里,0
嘉義縣,朴子市,順天里,3
嘉義縣,朴子市,中正里,0
嘉義縣,朴子市,博厚里,1
嘉義縣,朴子市,文化里,0
嘉義縣,朴子市,永和里,0
嘉義縣,朴子市,竹圍里,10
嘉義縣,朴子市,新寮里,2
嘉義縣,朴子市,?溪里,0
嘉義縣,朴子市,溪口里,0
嘉義縣,朴子市,德興里,0
嘉義縣,朴子市,仁和里,1
嘉義縣,朴子市,大鄉里,0
嘉義縣,朴子市,大葛里,14
嘉義縣,朴子市,佳禾里,0
嘉義縣,朴子市,竹村里,0
嘉義縣,朴子市,崁前里,0
嘉義縣,朴子市,順安里,0
嘉義縣,朴子市,崁後里,0
嘉義縣,朴子市,德家里,0
嘉義縣,朴子市,新庄里,0
嘉義縣,朴子市,梅華里,0
嘉義縣,朴子市,松華里,2
嘉義縣,朴子市,南竹里,0
嘉義縣,布袋鎮,岱江里,0
嘉義縣,布袋鎮,九龍里,0
嘉義縣,布袋鎮,岑海里,0
嘉義縣,布袋鎮,興中里,0
嘉義縣,布袋鎮,光復里,1
嘉義縣,布袋鎮,見龍里,0
嘉義縣,布袋鎮,新厝里,0
嘉義縣,布袋鎮,龍江里,0
嘉義縣,布袋鎮,新岑里,0
嘉義縣,布袋鎮,新民里,0
嘉義縣,布袋鎮,復興里,0
嘉義縣,布袋鎮,好美里,0
嘉義縣,布袋鎮,永安里,0
嘉義縣,布袋鎮,東港里,0
嘉義縣,布袋鎮,江山里,0
嘉義縣,布袋鎮,菜舖里,0
嘉義縣,布袋鎮,考試里,0
嘉義縣,布袋鎮,振寮里,0
嘉義縣,布袋鎮,西安里,0
嘉義縣,布袋鎮,東安里,0
嘉義縣,布袋鎮,中安里,0
嘉義縣,布袋鎮,樹林里,0
嘉義縣,布袋鎮,貴舍里,0
嘉義縣,大林鎮,東林里,1
嘉義縣,大林鎮,西林里,0
嘉義縣,大林鎮,吉林里,0
嘉義縣,大林鎮,平林里,7
嘉義縣,大林鎮,明華里,16
嘉義縣,大林鎮,明和里,1
嘉義縣,大林鎮,排路里,0
嘉義縣,大林鎮,西結里,0
嘉義縣,大林鎮,湖北里,28
嘉義縣,大林鎮,大糖里,0
嘉義縣,大林鎮,大美里,0
嘉義縣,大林鎮,過溪里,10
嘉義縣,大林鎮,中坑里,0
嘉義縣,大林鎮,上林里,0
嘉義縣,大林鎮,中林里,0
嘉義縣,大林鎮,三和里,0
嘉義縣,大林鎮,溝背里,0
嘉義縣,大林鎮,義和里,0
嘉義縣,大林鎮,內林里,0
嘉義縣,大林鎮,三角里,1
嘉義縣,大林鎮,三村里,0
嘉義縣,民雄鄉,東榮村,1
嘉義縣,民雄鄉,中樂村,1
嘉義縣,民雄鄉,西安村,7
嘉義縣,民雄鄉,寮頂村,0
嘉義縣,民雄鄉,福權村,1
嘉義縣,民雄鄉,東湖村,11
嘉義縣,民雄鄉,頂崙村,0
嘉義縣,民雄鄉,菁埔村,1
嘉義縣,民雄鄉,中和村,15
嘉義縣,民雄鄉,平和村,1
嘉義縣,民雄鄉,西昌村,0
嘉義縣,民雄鄉,豊收村,25
嘉義縣,民雄鄉,三興村,99
嘉義縣,民雄鄉,東興村,0
嘉義縣,民雄鄉,鎮北村,0
嘉義縣,民雄鄉,興中村,0
嘉義縣,民雄鄉,興南村,0
嘉義縣,民雄鄉,福興村,2
嘉義縣,民雄鄉,文隆村,0
嘉義縣,民雄鄉,山中村,0
嘉義縣,民雄鄉,中央村,0
嘉義縣,民雄鄉,北斗村,2
嘉義縣,民雄鄉,?福村,0
嘉義縣,民雄鄉,大崎村,0
嘉義縣,民雄鄉,秀林村,3
嘉義縣,民雄鄉,松山村,0
嘉義縣,民雄鄉,金興村,0
嘉義縣,民雄鄉,福樂村,46
嘉義縣,溪口鄉,溪東村,2
嘉義縣,溪口鄉,溪西村,0
嘉義縣,溪口鄉,溪北村,0
嘉義縣,溪口鄉,游東村,0
嘉義縣,溪口鄉,游西村,0
嘉義縣,溪口鄉,柴林村,0
嘉義縣,溪口鄉,林腳村,0
嘉義縣,溪口鄉,美南村,0
嘉義縣,溪口鄉,美北村,0
嘉義縣,溪口鄉,本厝村,0
嘉義縣,溪口鄉,柳溝村,0
嘉義縣,溪口鄉,疊溪村,0
嘉義縣,溪口鄉,妙崙村,0
嘉義縣,溪口鄉,坪頂村,0
嘉義縣,新港鄉,宮前村,1
嘉義縣,新港鄉,宮後村,0
嘉義縣,新港鄉,大興村,0
嘉義縣,新港鄉,福德村,0
嘉義縣,新港鄉,古民村,6
嘉義縣,新港鄉,中庄村,24
嘉義縣,新港鄉,大潭村,0
嘉義縣,新港鄉,西庄村,0
嘉義縣,新港鄉,埤子村,0
嘉義縣,新港鄉,南崙村,3
嘉義縣,新港鄉,北崙村,0
嘉義縣,新港鄉,海瀛村,0
嘉義縣,新港鄉,月眉村,0
嘉義縣,新港鄉,月潭村,0
嘉義縣,新港鄉,溪北村,0
嘉義縣,新港鄉,三間村,5
嘉義縣,新港鄉,中洋村,0
嘉義縣,新港鄉,菜公村,0
嘉義縣,新港鄉,安和村,0
嘉義縣,新港鄉,潭大村,0
嘉義縣,新港鄉,南港村,0
嘉義縣,新港鄉,板頭村,0
嘉義縣,新港鄉,共和村,0
嘉義縣,六腳鄉,蒜頭村,0
嘉義縣,六腳鄉,蒜東村,0
嘉義縣,六腳鄉,蒜南村,0
嘉義縣,六腳鄉,工廠村,0
嘉義縣,六腳鄉,灣南村,0
嘉義縣,六腳鄉,灣北村,0
嘉義縣,六腳鄉,雙涵村,0
嘉義縣,六腳鄉,塗師村,0
嘉義縣,六腳鄉,三義村,0
嘉義縣,六腳鄉,港美村,0
嘉義縣,六腳鄉,豐美村,0
嘉義縣,六腳鄉,六斗村,0
嘉義縣,六腳鄉,崙陽村,0
嘉義縣,六腳鄉,蘇厝村,0
嘉義縣,六腳鄉,竹本村,0
嘉義縣,六腳鄉,永賢村,0
嘉義縣,六腳鄉,魚寮村,0
嘉義縣,六腳鄉,潭墘村,0
嘉義縣,六腳鄉,正義村,0
嘉義縣,六腳鄉,溪厝村,0
嘉義縣,六腳鄉,六腳村,0
嘉義縣,六腳鄉,六南村,0
嘉義縣,六腳鄉,崩山村,0
嘉義縣,六腳鄉,古林村,0
嘉義縣,六腳鄉,更寮村,0
嘉義縣,東石鄉,東石村,7
嘉義縣,東石鄉,猿樹村,0
嘉義縣,東石鄉,型厝村,0
嘉義縣,東石鄉,塭港村,0
嘉義縣,東石鄉,三家村,0
嘉義縣,東石鄉,永屯村,0
嘉義縣,東石鄉,海埔村,0
嘉義縣,東石鄉,龍港村,0
嘉義縣,東石鄉,副瀨村,0
嘉義縣,東石鄉,下揖村,0
嘉義縣,東石鄉,頂揖村,0
嘉義縣,東石鄉,溪下村,0
嘉義縣,東石鄉,港墘村,0
嘉義縣,東石鄉,蔦松村,0
嘉義縣,東石鄉,圍潭村,0
嘉義縣,東石鄉,洲仔村,0
嘉義縣,東石鄉,東崙村,0
嘉義縣,東石鄉,西崙村,0
嘉義縣,東石鄉,塭仔村,0
嘉義縣,東石鄉,網寮村,0
嘉義縣,東石鄉,掌潭村,0
嘉義縣,東石鄉,港口村,0
嘉義縣,東石鄉,鰲鼓村,0
嘉義縣,義竹鄉,岸腳村,0
嘉義縣,義竹鄉,義竹村,0
嘉義縣,義竹鄉,六桂村,0
嘉義縣,義竹鄉,仁里村,3
嘉義縣,義竹鄉,傳芳村,0
嘉義縣,義竹鄉,頭竹村,0
嘉義縣,義竹鄉,五厝村,0
嘉義縣,義竹鄉,中平村,0
嘉義縣,義竹鄉,埤前村,0
嘉義縣,義竹鄉,平溪村,0
嘉義縣,義竹鄉,後鎮村,0
嘉義縣,義竹鄉,北華村,0
嘉義縣,義竹鄉,新店村,0
嘉義縣,義竹鄉,東過村,0
嘉義縣,義竹鄉,西過村,0
嘉義縣,義竹鄉,官和村,0
嘉義縣,義竹鄉,官順村,0
嘉義縣,義竹鄉,新富村,0
嘉義縣,義竹鄉,東光村,0
嘉義縣,義竹鄉,東榮村,0
嘉義縣,義竹鄉,龍蛟村,0
嘉義縣,義竹鄉,溪洲村,0
嘉義縣,鹿草鄉,後寮村,0
嘉義縣,鹿草鄉,鹿東村,0
嘉義縣,鹿草鄉,鹿草村,1
嘉義縣,鹿草鄉,西井村,3
嘉義縣,鹿草鄉,豊稠村,0
嘉義縣,鹿草鄉,重寮村,0
嘉義縣,鹿草鄉,施家村,0
嘉義縣,鹿草鄉,下潭村,0
嘉義縣,鹿草鄉,光潭村,0
嘉義縣,鹿草鄉,碧潭村,0
嘉義縣,鹿草鄉,松竹村,0
嘉義縣,鹿草鄉,竹山村,0
嘉義縣,鹿草鄉,後堀村,0
嘉義縣,鹿草鄉,三角村,0
嘉義縣,鹿草鄉,下麻村,0
嘉義縣,水上鄉,水上村,32
嘉義縣,水上鄉,水頭村,1
嘉義縣,水上鄉,大堀村,3
嘉義縣,水上鄉,大崙村,5
嘉義縣,水上鄉,塗溝村,0
嘉義縣,水上鄉,粗溪村,2
嘉義縣,水上鄉,下寮村,2
嘉義縣,水上鄉,三和村,2
嘉義縣,水上鄉,回歸村,0
嘉義縣,水上鄉,三鎮村,0
嘉義縣,水上鄉,靖和村,0
嘉義縣,水上鄉,南和村,0
嘉義縣,水上鄉,龍德村,0
嘉義縣,水上鄉,溪洲村,0
嘉義縣,水上鄉,柳林村,6
嘉義縣,水上鄉,柳鄉村,0
嘉義縣,水上鄉,柳新村,0
嘉義縣,水上鄉,寬士村,2
嘉義縣,水上鄉,民生村,0
嘉義縣,水上鄉,忠和村,0
嘉義縣,水上鄉,中庄村,0
嘉義縣,水上鄉,南鄉村,0
嘉義縣,水上鄉,三界村,0
嘉義縣,水上鄉,國姓村,0
嘉義縣,水上鄉,內溪村,0
嘉義縣,水上鄉,義興村,0
嘉義縣,中埔鄉,中埔村,1
嘉義縣,中埔鄉,??村,0
嘉義縣,中埔鄉,龍門村,0
嘉義縣,中埔鄉,裕民村,0
嘉義縣,中埔鄉,金蘭村,0
嘉義縣,中埔鄉,富收村,2
嘉義縣,中埔鄉,和睦村,3
嘉義縣,中埔鄉,和美村,1
嘉義縣,中埔鄉,和興村,0
嘉義縣,中埔鄉,隆興村,0
嘉義縣,中埔鄉,義仁村,0
嘉義縣,中埔鄉,社口村,0
嘉義縣,中埔鄉,灣潭村,0
嘉義縣,中埔鄉,石?村,0
嘉義縣,中埔鄉,頂埔村,0
嘉義縣,中埔鄉,同仁村,0
嘉義縣,中埔鄉,瑞豐村,0
嘉義縣,中埔鄉,沄水村,0
嘉義縣,中埔鄉,三層村,0
嘉義縣,中埔鄉,深坑村,0
嘉義縣,中埔鄉,東興村,0
嘉義縣,中埔鄉,中崙村,0
嘉義縣,竹崎鄉,竹崎村,0
嘉義縣,竹崎鄉,和平村,0
嘉義縣,竹崎鄉,坑頭村,0
嘉義縣,竹崎鄉,沙坑村,0
嘉義縣,竹崎鄉,獅埜村,0
嘉義縣,竹崎鄉,義和村,0
嘉義縣,竹崎鄉,義仁村,2
嘉義縣,竹崎鄉,灣橋村,12
嘉義縣,竹崎鄉,鹿滿村,0
嘉義縣,竹崎鄉,紫雲村,0
嘉義縣,竹崎鄉,內埔村,0
嘉義縣,竹崎鄉,昇平村,0
嘉義縣,竹崎鄉,白杞村,0
嘉義縣,竹崎鄉,桃源村,0
嘉義縣,竹崎鄉,塘興村,0
嘉義縣,竹崎鄉,義隆村,0
嘉義縣,竹崎鄉,龍山村,0
嘉義縣,竹崎鄉,文?村,0
嘉義縣,竹崎鄉,金獅村,0
嘉義縣,竹崎鄉,復金村,0
嘉義縣,竹崎鄉,緞繻村,0
嘉義縣,竹崎鄉,仁壽村,0
嘉義縣,竹崎鄉,中和村,0
嘉義縣,竹崎鄉,光華村,0
嘉義縣,梅山鄉,梅東村,0
嘉義縣,梅山鄉,梅南村,0
嘉義縣,梅山鄉,過山村,0
嘉義縣,梅山鄉,梅北村,1
嘉義縣,梅山鄉,圳南村,0
嘉義縣,梅山鄉,永興村,0
嘉義縣,梅山鄉,半天村,0
嘉義縣,梅山鄉,圳北村,0
嘉義縣,梅山鄉,大南村,0
嘉義縣,梅山鄉,?溪村,0
嘉義縣,梅山鄉,安靖村,0
嘉義縣,梅山鄉,太平村,0
嘉義縣,梅山鄉,碧湖村,0
嘉義縣,梅山鄉,太興村,0
嘉義縣,梅山鄉,瑞?村,0
嘉義縣,梅山鄉,瑞里村,0
嘉義縣,梅山鄉,太和村,0
嘉義縣,梅山鄉,龍眼村,0
嘉義縣,番路鄉,江西村,0
嘉義縣,番路鄉,內甕村,0
嘉義縣,番路鄉,新福村,0
嘉義縣,番路鄉,下坑村,2
嘉義縣,番路鄉,番路村,0
嘉義縣,番路鄉,民和村,0
嘉義縣,番路鄉,觸口村,0
嘉義縣,番路鄉,大湖村,0
嘉義縣,番路鄉,公田村,0
嘉義縣,番路鄉,公興村,0
嘉義縣,番路鄉,草山村,0
嘉義縣,大埔鄉,大埔村,0
嘉義縣,大埔鄉,和平村,0
嘉義縣,大埔鄉,永樂村,0
嘉義縣,大埔鄉,茄苳村,0
嘉義縣,大埔鄉,西興村,0
嘉義縣,阿里山鄉,中山村,0
嘉義縣,阿里山鄉,中正村,0
嘉義縣,阿里山鄉,香林村,0
嘉義縣,阿里山鄉,十字村,0
嘉義縣,阿里山鄉,來吉村,0
嘉義縣,阿里山鄉,豐山村,0
嘉義縣,阿里山鄉,達邦村,0
嘉義縣,阿里山鄉,樂野村,0
嘉義縣,阿里山鄉,里佳村,0
嘉義縣,阿里山鄉,山美村,0
嘉義縣,阿里山鄉,新美村,0
嘉義縣,阿里山鄉,茶山村,0
