縣市,鄉鎮市區,村里,103年宅數,103年比例
苗栗縣,苗栗市,中苗里,67,11.09%
苗栗縣,苗栗市,建功里,289,13.44%
苗栗縣,苗栗市,青苗里,70,11.89%
苗栗縣,苗栗市,玉清里,80,8.41%
苗栗縣,苗栗市,玉華里,115,8.08%
苗栗縣,苗栗市,維新里,104,7.19%
苗栗縣,苗栗市,維祥里,96,6.70%
苗栗縣,苗栗市,綠苗里,56,12.04%
苗栗縣,苗栗市,高苗里,180,11.83%
苗栗縣,苗栗市,玉苗里,60,13.41%
苗栗縣,苗栗市,大同里,67,18.22%
苗栗縣,苗栗市,新苗里,74,15.23%
苗栗縣,苗栗市,勝利里,175,10.14%
苗栗縣,苗栗市,恭敬里,156,11.83%
苗栗縣,苗栗市,上苗里,130,13.76%
苗栗縣,苗栗市,北苗里,207,8.80%
苗栗縣,苗栗市,清華里,164,10.73%
苗栗縣,苗栗市,嘉盛里,140,9.14%
苗栗縣,苗栗市,福星里,202,10.34%
苗栗縣,苗栗市,新川里,75,15.00%
苗栗縣,苗栗市,文山里,137,9.50%
苗栗縣,苗栗市,福麗里,186,8.36%
苗栗縣,苗栗市,水源里,293,19.06%
苗栗縣,苗栗市,新英里,126,15.37%
苗栗縣,苗栗市,福安里,139,10.04%
苗栗縣,苗栗市,嘉新里,67,6.66%
苗栗縣,苗栗市,南勢里,129,15.23%
苗栗縣,苗栗市,文聖里,78,6.37%
苗栗縣,苑裡鎮,苑東里,94,10.39%
苗栗縣,苑裡鎮,苑南里,68,9.13%
苗栗縣,苑裡鎮,苑北里,68,15.21%
苗栗縣,苑裡鎮,西平里,62,11.27%
苗栗縣,苑裡鎮,苑港里,48,13.03%
苗栗縣,苑裡鎮,西勢里,98,12.46%
苗栗縣,苑裡鎮,海岸里,50,13.91%
苗栗縣,苑裡鎮,房裡里,93,11.86%
苗栗縣,苑裡鎮,客庄里,174,10.41%
苗栗縣,苑裡鎮,中正里,70,9.67%
苗栗縣,苑裡鎮,苑坑里,27,8.87%
苗栗縣,苑裡鎮,水坡里,17,11.54%
苗栗縣,苑裡鎮,新復里,42,9.34%
苗栗縣,苑裡鎮,山?里,122,20.48%
苗栗縣,苑裡鎮,舊社里,74,10.32%
苗栗縣,苑裡鎮,福田里,52,12.97%
苗栗縣,苑裡鎮,石鎮里,24,17.43%
苗栗縣,苑裡鎮,蕉埔里,31,14.74%
苗栗縣,苑裡鎮,社苓里,66,9.02%
苗栗縣,苑裡鎮,泰田里,40,7.66%
苗栗縣,苑裡鎮,上?里,12,2.56%
苗栗縣,苑裡鎮,玉田里,43,8.37%
苗栗縣,苑裡鎮,南勢里,47,21.77%
苗栗縣,苑裡鎮,山柑里,44,10.23%
苗栗縣,苑裡鎮,田心里,43,7.46%
苗栗縣,通霄鎮,通東里,75,14.61%
苗栗縣,通霄鎮,通西里,105,10.98%
苗栗縣,通霄鎮,平元里,70,9.83%
苗栗縣,通霄鎮,梅南里,61,12.20%
苗栗縣,通霄鎮,圳頭里,22,11.11%
苗栗縣,通霄鎮,通南里,119,11.70%
苗栗縣,通霄鎮,城北里,22,10.37%
苗栗縣,通霄鎮,城南里,26,10.65%
苗栗縣,通霄鎮,南和里,20,8.56%
苗栗縣,通霄鎮,福興里,21,13.79%
苗栗縣,通霄鎮,坪頂里,49,14.06%
苗栗縣,通霄鎮,五南里,58,12.11%
苗栗縣,通霄鎮,五北里,38,9.45%
苗栗縣,通霄鎮,內湖里,77,12.27%
苗栗縣,通霄鎮,楓樹里,17,16.18%
苗栗縣,通霄鎮,烏眉里,42,15.57%
苗栗縣,通霄鎮,福龍里,27,25.35%
苗栗縣,通霄鎮,福源里,49,20.80%
苗栗縣,通霄鎮,通灣里,87,12.35%
苗栗縣,通霄鎮,新埔里,58,14.92%
苗栗縣,通霄鎮,內島里,44,16.11%
苗栗縣,通霄鎮,白東里,122,19.26%
苗栗縣,通霄鎮,白西里,49,16.67%
苗栗縣,通霄鎮,平安里,87,10.48%
苗栗縣,竹南鎮,竹南里,95,9.07%
苗栗縣,竹南鎮,照南里,147,9.95%
苗栗縣,竹南鎮,正南里,159,12.65%
苗栗縣,竹南鎮,新南里,247,12.33%
苗栗縣,竹南鎮,大厝里,215,9.56%
苗栗縣,竹南鎮,營盤里,119,8.33%
苗栗縣,竹南鎮,聖福里,81,6.71%
苗栗縣,竹南鎮,竹興里,126,10.18%
苗栗縣,竹南鎮,龍鳳里,65,7.58%
苗栗縣,竹南鎮,山佳里,227,10.54%
苗栗縣,竹南鎮,中港里,90,15.21%
苗栗縣,竹南鎮,中華里,117,9.72%
苗栗縣,竹南鎮,中英里,47,8.37%
苗栗縣,竹南鎮,中美里,33,5.09%
苗栗縣,竹南鎮,開元里,52,9.18%
苗栗縣,竹南鎮,海口里,124,8.78%
苗栗縣,竹南鎮,港墘里,70,9.75%
苗栗縣,竹南鎮,公?里,47,9.50%
苗栗縣,竹南鎮,大埔里,96,7.36%
苗栗縣,竹南鎮,頂埔里,84,8.45%
苗栗縣,竹南鎮,崎頂里,149,9.89%
苗栗縣,竹南鎮,公義里,69,15.83%
苗栗縣,竹南鎮,佳興里,120,10.40%
苗栗縣,竹南鎮,天文里,53,6.76%
苗栗縣,竹南鎮,龍山里,72,8.36%
苗栗縣,頭份市,流東里,64,8.77%
苗栗縣,頭份市,珊湖里,207,21.50%
苗栗縣,頭份市,斗煥里,116,9.79%
苗栗縣,頭份市,新華里,123,9.17%
苗栗縣,頭份市,興隆里,184,10.92%
苗栗縣,頭份市,上埔里,52,5.98%
苗栗縣,頭份市,土牛里,31,10.99%
苗栗縣,頭份市,頭份里,163,11.45%
苗栗縣,頭份市,忠孝里,128,9.25%
苗栗縣,頭份市,仁愛里,144,15.88%
苗栗縣,頭份市,信義里,76,17.74%
苗栗縣,頭份市,和平里,46,10.30%
苗栗縣,頭份市,民族里,114,9.94%
苗栗縣,頭份市,東庄里,201,14.83%
苗栗縣,頭份市,後庄里,165,9.93%
苗栗縣,頭份市,山下里,78,5.56%
苗栗縣,頭份市,蟠桃里,544,18.26%
苗栗縣,頭份市,田寮里,181,10.75%
苗栗縣,頭份市,蘆竹里,59,12.05%
苗栗縣,頭份市,上興里,430,32.36%
苗栗縣,頭份市,下興里,63,6.43%
苗栗縣,頭份市,尖山里,68,12.24%
苗栗縣,頭份市,尖下里,99,10.69%
苗栗縣,頭份市,廣興里,46,15.28%
苗栗縣,頭份市,濫坑里,102,12.09%
苗栗縣,頭份市,民權里,69,9.05%
苗栗縣,頭份市,民生里,78,8.84%
苗栗縣,頭份市,建國里,97,7.18%
苗栗縣,頭份市,成功里,144,9.85%
苗栗縣,頭份市,自強里,159,15.19%
苗栗縣,頭份市,合興里,81,7.15%
苗栗縣,頭份市,文化里,101,7.14%
苗栗縣,後龍鎮,南龍里,74,12.78%
苗栗縣,後龍鎮,中龍里,55,14.96%
苗栗縣,後龍鎮,北龍里,66,11.62%
苗栗縣,後龍鎮,大庄里,125,8.09%
苗栗縣,後龍鎮,溪洲里,107,12.58%
苗栗縣,後龍鎮,豐富里,62,12.74%
苗栗縣,後龍鎮,校椅里,68,17.55%
苗栗縣,後龍鎮,埔頂里,119,12.40%
苗栗縣,後龍鎮,新民里,55,10.84%
苗栗縣,後龍鎮,復興里,56,17.92%
苗栗縣,後龍鎮,東明里,78,14.66%
苗栗縣,後龍鎮,大山里,94,15.86%
苗栗縣,後龍鎮,灣寶里,78,16.60%
苗栗縣,後龍鎮,海寶里,39,12.58%
苗栗縣,後龍鎮,外埔里,30,9.62%
苗栗縣,後龍鎮,海埔里,51,14.39%
苗栗縣,後龍鎮,秀水里,28,12.43%
苗栗縣,後龍鎮,水尾里,36,11.16%
苗栗縣,後龍鎮,龍津里,61,23.91%
苗栗縣,後龍鎮,龍坑里,67,13.98%
苗栗縣,後龍鎮,福寧里,39,15.87%
苗栗縣,後龍鎮,中和里,61,16.39%
苗栗縣,後龍鎮,南港里,85,20.31%
苗栗縣,卓蘭鎮,中街里,18,6.25%
苗栗縣,卓蘭鎮,新厝里,60,9.73%
苗栗縣,卓蘭鎮,上新里,82,12.33%
苗栗縣,卓蘭鎮,豐田里,41,13.03%
苗栗縣,卓蘭鎮,西坪里,28,15.32%
苗栗縣,卓蘭鎮,景山里,36,18.46%
苗栗縣,卓蘭鎮,老庄里,77,11.64%
苗栗縣,卓蘭鎮,新榮里,46,11.04%
苗栗縣,卓蘭鎮,內灣里,68,12.50%
苗栗縣,卓蘭鎮,苗豐里,38,15.64%
苗栗縣,卓蘭鎮,坪林里,63,17.24%
苗栗縣,大湖鄉,大湖村,98,14.19%
苗栗縣,大湖鄉,明湖村,42,15.96%
苗栗縣,大湖鄉,靜湖村,69,9.28%
苗栗縣,大湖鄉,富興村,84,16.87%
苗栗縣,大湖鄉,大南村,71,24.49%
苗栗縣,大湖鄉,大寮村,52,11.75%
苗栗縣,大湖鄉,南湖村,66,23.24%
苗栗縣,大湖鄉,義和村,61,14.08%
苗栗縣,大湖鄉,東興村,19,9.02%
苗栗縣,大湖鄉,武榮村,34,20.20%
苗栗縣,大湖鄉,栗林村,37,13.64%
苗栗縣,大湖鄉,新開村,36,13.71%
苗栗縣,公館鄉,館中村,68,10.96%
苗栗縣,公館鄉,館東村,93,10.03%
苗栗縣,公館鄉,館南村,99,7.80%
苗栗縣,公館鄉,大坑村,79,18.77%
苗栗縣,公館鄉,中義村,76,9.52%
苗栗縣,公館鄉,玉泉村,87,9.60%
苗栗縣,公館鄉,石墻村,0,0.00%
苗栗縣,公館鄉,福基村,50,11.62%
苗栗縣,公館鄉,福星村,86,11.27%
苗栗縣,公館鄉,開礦村,39,26.58%
苗栗縣,公館鄉,福德村,36,21.82%
苗栗縣,公館鄉,五谷村,82,9.46%
苗栗縣,公館鄉,玉谷村,95,14.36%
苗栗縣,公館鄉,鶴岡村,69,10.98%
苗栗縣,公館鄉,鶴山村,71,13.27%
苗栗縣,公館鄉,仁安村,53,12.69%
苗栗縣,公館鄉,尖山村,55,10.07%
苗栗縣,公館鄉,南河村,36,22.97%
苗栗縣,公館鄉,北河村,62,32.93%
苗栗縣,銅鑼鄉,福興村,43,10.74%
苗栗縣,銅鑼鄉,銅鑼村,139,8.23%
苗栗縣,銅鑼鄉,朝陽村,73,11.25%
苗栗縣,銅鑼鄉,樟樹村,57,13.56%
苗栗縣,銅鑼鄉,九湖村,34,9.76%
苗栗縣,銅鑼鄉,竹森村,44,12.40%
苗栗縣,銅鑼鄉,中平村,148,12.53%
苗栗縣,銅鑼鄉,興隆村,46,17.74%
苗栗縣,銅鑼鄉,盛隆村,49,26.15%
苗栗縣,銅鑼鄉,新隆村,63,26.06%
苗栗縣,南庄鄉,東村,60,12.37%
苗栗縣,南庄鄉,西村,24,9.73%
苗栗縣,南庄鄉,南江村,118,25.10%
苗栗縣,南庄鄉,田美村,61,15.09%
苗栗縣,南庄鄉,獅山村,84,18.60%
苗栗縣,南庄鄉,南富村,73,18.40%
苗栗縣,南庄鄉,員林村,63,16.23%
苗栗縣,南庄鄉,蓬萊村,56,21.05%
苗栗縣,南庄鄉,東河村,64,30.19%
苗栗縣,頭屋鄉,頭屋村,100,10.71%
苗栗縣,頭屋鄉,象山村,70,9.65%
苗栗縣,頭屋鄉,北坑村,25,13.54%
苗栗縣,頭屋鄉,獅潭村,40,7.28%
苗栗縣,頭屋鄉,曲洞村,38,15.43%
苗栗縣,頭屋鄉,飛鳳村,19,22.81%
苗栗縣,頭屋鄉,明德村,73,15.63%
苗栗縣,頭屋鄉,鳴鳳村,39,35.29%
苗栗縣,三義鄉,廣盛村,206,12.29%
苗栗縣,三義鄉,?湖村,93,12.55%
苗栗縣,三義鄉,?潭村,91,16.49%
苗栗縣,三義鄉,勝興村,170,11.87%
苗栗縣,三義鄉,西湖村,76,11.33%
苗栗縣,三義鄉,龍騰村,21,14.29%
苗栗縣,三義鄉,鯉魚潭村,60,13.71%
苗栗縣,西湖鄉,高埔村,33,15.33%
苗栗縣,西湖鄉,下埔村,23,15.22%
苗栗縣,西湖鄉,五湖村,54,19.64%
苗栗縣,西湖鄉,四湖村,27,19.12%
苗栗縣,西湖鄉,金獅村,36,18.18%
苗栗縣,西湖鄉,龍洞村,26,15.29%
苗栗縣,西湖鄉,三湖村,31,10.17%
苗栗縣,西湖鄉,湖東村,65,15.89%
苗栗縣,西湖鄉,二湖村,52,17.91%
苗栗縣,造橋鄉,造橋村,139,12.77%
苗栗縣,造橋鄉,平興村,36,19.35%
苗栗縣,造橋鄉,豐湖村,69,15.36%
苗栗縣,造橋鄉,大西村,66,5.21%
苗栗縣,造橋鄉,錦水村,35,14.53%
苗栗縣,造橋鄉,大龍村,56,24.26%
苗栗縣,造橋鄉,朝陽村,54,10.27%
苗栗縣,造橋鄉,談文村,643,40.14%
苗栗縣,造橋鄉,龍昇村,532,64.07%
苗栗縣,三灣鄉,三灣村,100,11.84%
苗栗縣,三灣鄉,內灣村,19,9.26%
苗栗縣,三灣鄉,銅鏡村,29,9.38%
苗栗縣,三灣鄉,頂寮村,29,25.00%
苗栗縣,三灣鄉,北埔村,45,22.43%
苗栗縣,三灣鄉,大河村,77,26.21%
苗栗縣,三灣鄉,大坪村,44,22.33%
苗栗縣,三灣鄉,永和村,94,41.03%
苗栗縣,獅潭鄉,百壽村,20,14.81%
苗栗縣,獅潭鄉,永興村,27,14.53%
苗栗縣,獅潭鄉,新店村,69,18.77%
苗栗縣,獅潭鄉,和興村,46,24.07%
苗栗縣,獅潭鄉,豐林村,45,19.27%
苗栗縣,獅潭鄉,新豐村,27,21.15%
苗栗縣,獅潭鄉,竹木村,41,15.08%
苗栗縣,泰安鄉,八卦村,12,18.52%
苗栗縣,泰安鄉,錦水村,30,13.73%
苗栗縣,泰安鄉,清安村,39,14.53%
苗栗縣,泰安鄉,大興村,8,9.38%
苗栗縣,泰安鄉,中興村,12,15.79%
苗栗縣,泰安鄉,梅園村,6,10.00%
苗栗縣,泰安鄉,象鼻村,28,19.05%
苗栗縣,泰安鄉,士林村,13,11.11%
