縣市,鄉鎮市區,村里,105年第二季宅數
臺南市,新營區,忠政里,4
臺南市,新營區,民權里,0
臺南市,新營區,三仙里,6
臺南市,新營區,好平里,0
臺南市,新營區,延平里,2
臺南市,新營區,永生里,0
臺南市,新營區,大宏里,35
臺南市,新營區,王公里,2
臺南市,新營區,中營里,0
臺南市,新營區,土庫里,0
臺南市,新營區,興安里,0
臺南市,新營區,南興里,0
臺南市,新營區,興業里,0
臺南市,新營區,民生里,0
臺南市,新營區,民榮里,4
臺南市,新營區,埤寮里,0
臺南市,新營區,護鎮里,0
臺南市,新營區,太南里,0
臺南市,新營區,太北里,0
臺南市,新營區,南紙里,0
臺南市,新營區,嘉芳里,12
臺南市,新營區,舊?里,0
臺南市,新營區,角帶里,0
臺南市,新營區,鐵線里,0
臺南市,新營區,五興里,0
臺南市,新營區,姑爺里,0
臺南市,新營區,新北里,20
臺南市,新營區,新南里,47
臺南市,新營區,新東里,13
臺南市,鹽水區,水秀里,1
臺南市,鹽水區,福得里,0
臺南市,鹽水區,三生里,0
臺南市,鹽水區,武廟里,0
臺南市,鹽水區,中境里,0
臺南市,鹽水區,水仙里,0
臺南市,鹽水區,水正里,0
臺南市,鹽水區,橋南里,0
臺南市,鹽水區,舊營里,0
臺南市,鹽水區,汫水里,3
臺南市,鹽水區,岸內里,17
臺南市,鹽水區,義稠里,0
臺南市,鹽水區,下中里,0
臺南市,鹽水區,歡雅里,0
臺南市,鹽水區,大莊里,2
臺南市,鹽水區,桐寮里,0
臺南市,鹽水區,後宅里,0
臺南市,鹽水區,孫厝里,0
臺南市,鹽水區,竹埔里,0
臺南市,鹽水區,下林里,0
臺南市,鹽水區,田寮里,0
臺南市,鹽水區,大豐里,0
臺南市,鹽水區,飯店里,0
臺南市,鹽水區,河南里,0
臺南市,鹽水區,南港里,0
臺南市,白河區,白河里,3
臺南市,白河區,永安里,3
臺南市,白河區,外角里,0
臺南市,白河區,庄內里,0
臺南市,白河區,秀祐里,0
臺南市,白河區,河東里,0
臺南市,白河區,虎山里,0
臺南市,白河區,大林里,0
臺南市,白河區,崁頭里,0
臺南市,白河區,六溪里,0
臺南市,白河區,仙草里,0
臺南市,白河區,關嶺里,1
臺南市,白河區,玉豐里,0
臺南市,白河區,大竹里,0
臺南市,白河區,詔安里,0
臺南市,白河區,廣安里,0
臺南市,白河區,蓮潭里,0
臺南市,白河區,竹門里,0
臺南市,白河區,崎內里,0
臺南市,白河區,昇安里,0
臺南市,白河區,汴頭里,0
臺南市,白河區,內角里,0
臺南市,白河區,草店里,0
臺南市,白河區,甘宅里,0
臺南市,柳營區,士林里,0
臺南市,柳營區,光福里,0
臺南市,柳營區,中埕里,2
臺南市,柳營區,東昇里,7
臺南市,柳營區,八翁里,0
臺南市,柳營區,人和里,0
臺南市,柳營區,太康里,8
臺南市,柳營區,重溪里,0
臺南市,柳營區,篤農里,0
臺南市,柳營區,大農里,0
臺南市,柳營區,神農里,0
臺南市,柳營區,果毅里,0
臺南市,柳營區,旭山里,0
臺南市,後壁區,後壁里,0
臺南市,後壁區,侯伯里,0
臺南市,後壁區,嘉苳里,0
臺南市,後壁區,土溝里,0
臺南市,後壁區,嘉田里,0
臺南市,後壁區,嘉民里,0
臺南市,後壁區,菁豊里,0
臺南市,後壁區,崁頂里,0
臺南市,後壁區,仕安里,0
臺南市,後壁區,竹新里,0
臺南市,後壁區,新東里,0
臺南市,後壁區,頂安里,0
臺南市,後壁區,長安里,0
臺南市,後壁區,福安里,0
臺南市,後壁區,烏樹里,0
臺南市,後壁區,後?里,0
臺南市,後壁區,墨林里,0
臺南市,後壁區,菁寮里,0
臺南市,後壁區,新嘉里,0
臺南市,後壁區,頂長里,0
臺南市,後壁區,平安里,0
臺南市,東山區,東山里,0
臺南市,東山區,東中里,11
臺南市,東山區,東正里,0
臺南市,東山區,三榮里,0
臺南市,東山區,大客里,0
臺南市,東山區,科里里,0
臺南市,東山區,東河里,0
臺南市,東山區,南溪里,0
臺南市,東山區,水雲里,0
臺南市,東山區,林安里,0
臺南市,東山區,東原里,0
臺南市,東山區,嶺南里,0
臺南市,東山區,南勢里,0
臺南市,東山區,青山里,0
臺南市,東山區,高原里,0
臺南市,東山區,聖賢里,0
臺南市,麻豆區,穀興里,8
臺南市,麻豆區,保安里,0
臺南市,麻豆區,東角里,2
臺南市,麻豆區,?江里,0
臺南市,麻豆區,巷口里,21
臺南市,麻豆區,中興里,0
臺南市,麻豆區,興農里,1
臺南市,麻豆區,新建里,8
臺南市,麻豆區,油車里,3
臺南市,麻豆區,北勢里,0
臺南市,麻豆區,大埕里,31
臺南市,麻豆區,總榮里,0
臺南市,麻豆區,龍泉里,0
臺南市,麻豆區,南勢里,4
臺南市,麻豆區,寮?里,0
臺南市,麻豆區,小埤里,0
臺南市,麻豆區,埤頭里,0
臺南市,麻豆區,大山里,0
臺南市,麻豆區,海埔里,0
臺南市,麻豆區,莊禮里,0
臺南市,麻豆區,港尾里,0
臺南市,麻豆區,麻口里,2
臺南市,麻豆區,安東里,0
臺南市,麻豆區,安業里,0
臺南市,麻豆區,安西里,0
臺南市,麻豆區,謝安里,0
臺南市,麻豆區,中民里,0
臺南市,麻豆區,安正里,0
臺南市,麻豆區,磚井里,0
臺南市,下營區,下營里,0
臺南市,下營區,仁里里,7
臺南市,下營區,宅內里,2
臺南市,下營區,後街里,1
臺南市,下營區,新興里,0
臺南市,下營區,營前里,0
臺南市,下營區,大屯里,0
臺南市,下營區,大埤里,0
臺南市,下營區,茅港里,0
臺南市,下營區,中營里,0
臺南市,下營區,開化里,0
臺南市,下營區,西連里,0
臺南市,下營區,賀建里,0
臺南市,下營區,甲中里,0
臺南市,下營區,紅厝里,0
臺南市,六甲區,六甲里,0
臺南市,六甲區,甲東里,0
臺南市,六甲區,甲南里,0
臺南市,六甲區,龍湖里,0
臺南市,六甲區,七甲里,1
臺南市,六甲區,二甲里,1
臺南市,六甲區,水林里,0
臺南市,六甲區,中社里,0
臺南市,六甲區,龜港里,0
臺南市,六甲區,菁埔里,0
臺南市,六甲區,王爺里,0
臺南市,六甲區,大丘里,0
臺南市,官田區,官田里,0
臺南市,官田區,二鎮里,5
臺南市,官田區,湖山里,0
臺南市,官田區,嘉南里,0
臺南市,官田區,大崎里,0
臺南市,官田區,隆田里,0
臺南市,官田區,隆本里,62
臺南市,官田區,南?里,0
臺南市,官田區,東庄里,0
臺南市,官田區,西庄里,0
臺南市,官田區,拔林里,3
臺南市,官田區,渡頭里,0
臺南市,官田區,社子里,0
臺南市,大內區,石湖里,0
臺南市,大內區,石林里,0
臺南市,大內區,石城里,0
臺南市,大內區,內江里,0
臺南市,大內區,大內里,0
臺南市,大內區,內郭里,0
臺南市,大內區,頭社里,0
臺南市,大內區,環湖里,0
臺南市,大內區,二溪里,0
臺南市,大內區,曲溪里,0
臺南市,佳里區,東寧里,10
臺南市,佳里區,忠仁里,1
臺南市,佳里區,鎮山里,9
臺南市,佳里區,建南里,20
臺南市,佳里區,安西里,27
臺南市,佳里區,六安里,40
臺南市,佳里區,佳化里,0
臺南市,佳里區,禮化里,6
臺南市,佳里區,興化里,8
臺南市,佳里區,營頂里,6
臺南市,佳里區,溪州里,0
臺南市,佳里區,海澄里,8
臺南市,佳里區,漳洲里,0
臺南市,佳里區,頂?里,0
臺南市,佳里區,嘉福里,0
臺南市,佳里區,通興里,0
臺南市,佳里區,蚶寮里,0
臺南市,佳里區,龍安里,0
臺南市,佳里區,民安里,4
臺南市,佳里區,子龍里,0
臺南市,佳里區,三協里,0
臺南市,學甲區,仁得里,5
臺南市,學甲區,新榮里,11
臺南市,學甲區,光華里,0
臺南市,學甲區,宅港里,0
臺南市,學甲區,慈福里,0
臺南市,學甲區,秀昌里,0
臺南市,學甲區,明宜里,0
臺南市,學甲區,豐和里,0
臺南市,學甲區,平和里,0
臺南市,學甲區,新達里,0
臺南市,學甲區,大灣里,0
臺南市,學甲區,三慶里,0
臺南市,學甲區,中洲里,0
臺南市,西港區,西港里,3
臺南市,西港區,南海里,0
臺南市,西港區,港東里,0
臺南市,西港區,檨林里,0
臺南市,西港區,後營里,0
臺南市,西港區,營西里,0
臺南市,西港區,金砂里,0
臺南市,西港區,劉厝里,0
臺南市,西港區,竹林里,0
臺南市,西港區,永樂里,0
臺南市,西港區,新復里,0
臺南市,西港區,慶安里,22
臺南市,七股區,後港里,0
臺南市,七股區,大潭里,0
臺南市,七股區,城內里,0
臺南市,七股區,篤加里,0
臺南市,七股區,頂山里,0
臺南市,七股區,西寮里,0
臺南市,七股區,?埕里,0
臺南市,七股區,龍山里,0
臺南市,七股區,溪南里,0
臺南市,七股區,七股里,0
臺南市,七股區,玉成里,0
臺南市,七股區,大埕里,0
臺南市,七股區,大寮里,0
臺南市,七股區,看坪里,0
臺南市,七股區,樹林里,0
臺南市,七股區,竹港里,0
臺南市,七股區,中寮里,0
臺南市,七股區,竹橋里,0
臺南市,七股區,義合里,0
臺南市,七股區,?榔里,0
臺南市,七股區,永吉里,0
臺南市,七股區,三股里,0
臺南市,七股區,十份里,0
臺南市,將軍區,長榮里,6
臺南市,將軍區,西華里,8
臺南市,將軍區,西和里,0
臺南市,將軍區,忠興里,0
臺南市,將軍區,嘉昌里,0
臺南市,將軍區,保源里,0
臺南市,將軍區,苓和里,0
臺南市,將軍區,仁和里,0
臺南市,將軍區,北埔里,0
臺南市,將軍區,將富里,0
臺南市,將軍區,將貴里,0
臺南市,將軍區,三吉里,0
臺南市,將軍區,玉山里,0
臺南市,將軍區,廣山里,0
臺南市,將軍區,長沙里,0
臺南市,將軍區,平沙里,0
臺南市,將軍區,鯤鯓里,0
臺南市,將軍區,鯤溟里,0
臺南市,北門區,保吉里,2
臺南市,北門區,雙春里,0
臺南市,北門區,東壁里,0
臺南市,北門區,鯤江里,0
臺南市,北門區,北門里,0
臺南市,北門區,錦湖里,0
臺南市,北門區,三光里,0
臺南市,北門區,仁里里,0
臺南市,北門區,玉港里,0
臺南市,北門區,中樞里,0
臺南市,北門區,慈安里,0
臺南市,北門區,永華里,0
臺南市,北門區,永隆里,0
臺南市,新化區,武安里,1
臺南市,新化區,東榮里,8
臺南市,新化區,護國里,0
臺南市,新化區,太平里,21
臺南市,新化區,中央里,0
臺南市,新化區,觀音里,0
臺南市,新化區,竹林里,0
臺南市,新化區,清水里,0
臺南市,新化區,協興里,0
臺南市,新化區,唪口里,1
臺南市,新化區,北勢里,0
臺南市,新化區,豐榮里,0
臺南市,新化區,全興里,0
臺南市,新化區,崙頂里,0
臺南市,新化區,知義里,0
臺南市,新化區,山?里,0
臺南市,新化區,大坑里,0
臺南市,新化區,??拔里,0
臺南市,新化區,羊林里,0
臺南市,新化區,礁坑里,0
臺南市,善化區,東關里,3
臺南市,善化區,坐駕里,27
臺南市,善化區,光文里,50
臺南市,善化區,文昌里,20
臺南市,善化區,南關里,2
臺南市,善化區,西關里,2
臺南市,善化區,北關里,0
臺南市,善化區,文正里,19
臺南市,善化區,胡家里,5
臺南市,善化區,胡厝里,5
臺南市,善化區,什乃里,0
臺南市,善化區,溪美里,1
臺南市,善化區,六分里,0
臺南市,善化區,六德里,1
臺南市,善化區,田寮里,2
臺南市,善化區,東隆里,0
臺南市,善化區,東昌里,1
臺南市,善化區,牛庄里,9
臺南市,善化區,嘉北里,9
臺南市,善化區,嘉南里,2
臺南市,善化區,小新里,327
臺南市,新市區,新市里,7
臺南市,新市區,新和里,60
臺南市,新市區,社內里,12
臺南市,新市區,大洲里,3
臺南市,新市區,豐華里,0
臺南市,新市區,三舍里,0
臺南市,新市區,大營里,22
臺南市,新市區,大社里,0
臺南市,新市區,潭頂里,0
臺南市,新市區,港墘里,20
臺南市,新市區,永就里,6
臺南市,安定區,蘇林里,1
臺南市,安定區,蘇厝里,5
臺南市,安定區,安定里,0
臺南市,安定區,安加里,0
臺南市,安定區,保西里,4
臺南市,安定區,港尾里,0
臺南市,安定區,中榮里,27
臺南市,安定區,港口里,21
臺南市,安定區,港南里,16
臺南市,安定區,大同里,0
臺南市,安定區,六嘉里,5
臺南市,安定區,中沙里,0
臺南市,安定區,新吉里,0
臺南市,安定區,海寮里,1
臺南市,安定區,管寮里,0
臺南市,安定區,南安里,0
臺南市,山上區,明和里,2
臺南市,山上區,南洲里,0
臺南市,山上區,山上里,2
臺南市,山上區,新莊里,0
臺南市,山上區,玉?里,0
臺南市,山上區,平陽里,0
臺南市,山上區,豐德里,0
臺南市,玉井區,玉井里,0
臺南市,玉井區,玉田里,0
臺南市,玉井區,中正里,12
臺南市,玉井區,竹圍里,0
臺南市,玉井區,沙田里,0
臺南市,玉井區,三埔里,0
臺南市,玉井區,三和里,0
臺南市,玉井區,望明里,0
臺南市,玉井區,層林里,0
臺南市,玉井區,豐里里,0
臺南市,楠西區,楠西里,0
臺南市,楠西區,灣丘里,0
臺南市,楠西區,密枝里,0
臺南市,楠西區,照興里,0
臺南市,楠西區,鹿田里,0
臺南市,楠西區,龜丹里,0
臺南市,楠西區,東勢里,4
臺南市,南化區,南化里,0
臺南市,南化區,小崙里,0
臺南市,南化區,中坑里,0
臺南市,南化區,北平里,0
臺南市,南化區,東和里,0
臺南市,南化區,西埔里,0
臺南市,南化區,北寮里,0
臺南市,南化區,玉山里,0
臺南市,南化區,關山里,0
臺南市,左鎮區,光和里,0
臺南市,左鎮區,榮和里,0
臺南市,左鎮區,左鎮里,0
臺南市,左鎮區,中正里,0
臺南市,左鎮區,睦光里,0
臺南市,左鎮區,內庄里,0
臺南市,左鎮區,澄山里,0
臺南市,左鎮區,岡林里,0
臺南市,左鎮區,草山里,0
臺南市,左鎮區,二寮里,0
臺南市,仁德區,太子里,30
臺南市,仁德區,土庫里,26
臺南市,仁德區,一甲里,0
臺南市,仁德區,仁德里,44
臺南市,仁德區,仁義里,29
臺南市,仁德區,新田里,6
臺南市,仁德區,後壁里,7
臺南市,仁德區,上崙里,22
臺南市,仁德區,田厝里,0
臺南市,仁德區,三甲里,0
臺南市,仁德區,保安里,4
臺南市,仁德區,成功里,18
臺南市,仁德區,仁和里,5
臺南市,仁德區,仁愛里,0
臺南市,仁德區,二行里,2
臺南市,仁德區,大甲里,0
臺南市,仁德區,中洲里,0
臺南市,仁德區,中生里,0
臺南市,歸仁區,南保里,27
臺南市,歸仁區,六甲里,10
臺南市,歸仁區,歸仁里,2
臺南市,歸仁區,後市里,5
臺南市,歸仁區,辜厝里,3
臺南市,歸仁區,許厝里,11
臺南市,歸仁區,看西里,17
臺南市,歸仁區,看東里,15
臺南市,歸仁區,崙頂里,7
臺南市,歸仁區,沙崙里,0
臺南市,歸仁區,大潭里,2
臺南市,歸仁區,武東里,2
臺南市,歸仁區,八甲里,5
臺南市,歸仁區,七甲里,0
臺南市,歸仁區,媽廟里,0
臺南市,歸仁區,西埔里,2
臺南市,歸仁區,大廟里,6
臺南市,歸仁區,南興里,14
臺南市,歸仁區,新厝里,1
臺南市,歸仁區,歸南里,0
臺南市,歸仁區,文化里,6
臺南市,關廟區,關廟里,7
臺南市,關廟區,山西里,0
臺南市,關廟區,香洋里,3
臺南市,關廟區,北勢里,4
臺南市,關廟區,新埔里,0
臺南市,關廟區,新光里,0
臺南市,關廟區,五甲里,8
臺南市,關廟區,東勢里,0
臺南市,關廟區,松腳里,1
臺南市,關廟區,南花里,0
臺南市,關廟區,北花里,0
臺南市,關廟區,深坑里,0
臺南市,關廟區,布袋里,0
臺南市,關廟區,田中里,0
臺南市,關廟區,龜洞里,0
臺南市,關廟區,埤頭里,12
臺南市,關廟區,下湖里,0
臺南市,龍崎區,崎頂里,0
臺南市,龍崎區,土崎里,0
臺南市,龍崎區,中坑里,0
臺南市,龍崎區,楠坑里,0
臺南市,龍崎區,牛埔里,0
臺南市,龍崎區,大坪里,0
臺南市,龍崎區,龍船里,0
臺南市,龍崎區,石??里,0
臺南市,永康區,五王里,0
臺南市,永康區,網寮里,34
臺南市,永康區,永康里,0
臺南市,永康區,埔園里,57
臺南市,永康區,大橋里,3
臺南市,永康區,王行里,3
臺南市,永康區,烏竹里,2
臺南市,永康區,蔦松里,23
臺南市,永康區,三民里,2
臺南市,永康區,?行里,11
臺南市,永康區,甲頂里,0
臺南市,永康區,大灣里,0
臺南市,永康區,東灣里,1
臺南市,永康區,西灣里,17
臺南市,永康區,南灣里,6
臺南市,永康區,崑山里,9
臺南市,永康區,北灣里,23
臺南市,永康區,新樹里,0
臺南市,永康區,復興里,0
臺南市,永康區,復國里,25
臺南市,永康區,建國里,0
臺南市,永康區,神洲里,0
臺南市,永康區,西勢里,33
臺南市,永康區,成功里,1
臺南市,永康區,中興里,3
臺南市,永康區,勝利里,16
臺南市,永康區,龍潭里,31
臺南市,永康區,光復里,0
臺南市,永康區,?洲里,7
臺南市,永康區,二王里,9
臺南市,永康區,六合里,7
臺南市,永康區,三合里,0
臺南市,永康區,東橋里,87
臺南市,永康區,安康里,3
臺南市,永康區,西橋里,0
臺南市,永康區,尚頂里,0
臺南市,永康區,復華里,0
臺南市,永康區,正強里,9
臺南市,永康區,中華里,0
臺南市,東區,富裕里,0
臺南市,東區,裕農里,0
臺南市,東區,大智里,8
臺南市,東區,崇學里,0
臺南市,東區,泉南里,48
臺南市,東區,仁和里,0
臺南市,東區,後甲里,2
臺南市,東區,東光里,0
臺南市,東區,新東里,7
臺南市,東區,中西里,0
臺南市,東區,東安里,0
臺南市,東區,崇明里,0
臺南市,東區,自強里,0
臺南市,東區,和平里,14
臺南市,東區,路東里,0
臺南市,東區,大德里,0
臺南市,東區,關聖里,12
臺南市,東區,衛國里,0
臺南市,東區,崇善里,9
臺南市,東區,富強里,5
臺南市,東區,圍下里,0
臺南市,東區,小東里,0
臺南市,東區,大學里,0
臺南市,東區,龍山里,37
臺南市,東區,虎尾里,6
臺南市,東區,德高里,7
臺南市,東區,莊敬里,0
臺南市,東區,大福里,0
臺南市,東區,忠孝里,2
臺南市,東區,崇誨里,0
臺南市,東區,東明里,0
臺南市,東區,崇德里,0
臺南市,東區,東智里,1
臺南市,東區,東聖里,0
臺南市,東區,崇成里,11
臺南市,東區,東門里,1
臺南市,東區,成大里,2
臺南市,東區,大同里,1
臺南市,東區,德光里,0
臺南市,東區,崇信里,0
臺南市,東區,崇文里,4
臺南市,東區,復興里,0
臺南市,東區,裕聖里,35
臺南市,東區,南聖里,11
臺南市,東區,文聖里,9
臺南市,南區,竹溪里,0
臺南市,南區,荔宅里,20
臺南市,南區,明德里,0
臺南市,南區,大成里,0
臺南市,南區,廣州里,0
臺南市,南區,新昌里,2
臺南市,南區,新興里,0
臺南市,南區,田寮里,0
臺南市,南區,國宅里,0
臺南市,南區,日新里,3
臺南市,南區,光明里,2
臺南市,南區,白雪里,0
臺南市,南區,明亮里,3
臺南市,南區,喜東里,0
臺南市,南區,喜北里,0
臺南市,南區,喜南里,0
臺南市,南區,省躬里,7
臺南市,南區,興農里,0
臺南市,南區,同安里,2
臺南市,南區,佛壇里,2
臺南市,南區,大林里,0
臺南市,南區,大忠里,1
臺南市,南區,大恩里,0
臺南市,南區,新生里,0
臺南市,南區,再興里,0
臺南市,南區,明興里,3
臺南市,南區,文華里,0
臺南市,南區,金華里,1
臺南市,南區,南都里,7
臺南市,南區,開南里,0
臺南市,南區,彰南里,0
臺南市,南區,建南里,0
臺南市,南區,郡南里,2
臺南市,南區,府南里,4
臺南市,南區,文南里,0
臺南市,南區,鯤鯓里,0
臺南市,南區,松安里,0
臺南市,南區,永寧里,0
臺南市,南區,南華里,0
臺南市,北區,開元里,0
臺南市,北區,新勝里,0
臺南市,北區,勝安里,1
臺南市,北區,東興里,7
臺南市,北區,力行里,1
臺南市,北區,華興里,36
臺南市,北區,振興里,0
臺南市,北區,仁愛里,0
臺南市,北區,大仁里,0
臺南市,北區,大山里,0
臺南市,北區,大道里,0
臺南市,北區,光武里,0
臺南市,北區,實踐里,0
臺南市,北區,小康里,0
臺南市,北區,正風里,0
臺南市,北區,延平里,0
臺南市,北區,興北里,0
臺南市,北區,大豐里,0
臺南市,北區,重興里,0
臺南市,北區,和順里,12
臺南市,北區,國姓里,6
臺南市,北區,六甲里,0
臺南市,北區,正覺里,0
臺南市,北區,成功里,0
臺南市,北區,文元里,9
臺南市,北區,大港里,10
臺南市,北區,國興里,2
臺南市,北區,裕民里,0
臺南市,北區,安民里,0
臺南市,北區,興南里,0
臺南市,北區,長榮里,0
臺南市,北區,中樓里,8
臺南市,北區,公園里,0
臺南市,北區,玉皇里,0
臺南市,北區,長德里,0
臺南市,北區,三德里,4
臺南市,北區,五福里,1
臺南市,北區,元寶里,56
臺南市,北區,永祥里,0
臺南市,北區,成德里,36
臺南市,北區,文成里,3
臺南市,北區,大和里,6
臺南市,北區,賢北里,6
臺南市,安南區,東和里,142
臺南市,安南區,安順里,14
臺南市,安南區,塭南里,1
臺南市,安南區,州南里,17
臺南市,安南區,州北里,6
臺南市,安南區,安東里,0
臺南市,安南區,安西里,79
臺南市,安南區,頂安里,17
臺南市,安南區,安慶里,16
臺南市,安南區,新順里,12
臺南市,安南區,原佃里,1
臺南市,安南區,總頭里,3
臺南市,安南區,長安里,43
臺南市,安南區,公親里,0
臺南市,安南區,海東里,21
臺南市,安南區,海西里,34
臺南市,安南區,海南里,1
臺南市,安南區,溪心里,41
臺南市,安南區,?田里,0
臺南市,安南區,淵東里,10
臺南市,安南區,淵西里,14
臺南市,安南區,佃東里,8
臺南市,安南區,佃西里,6
臺南市,安南區,公塭里,9
臺南市,安南區,南興里,4
臺南市,安南區,學東里,0
臺南市,安南區,城東里,13
臺南市,安南區,城北里,7
臺南市,安南區,城中里,0
臺南市,安南區,城南里,0
臺南市,安南區,城西里,0
臺南市,安南區,青草里,0
臺南市,安南區,砂崙里,0
臺南市,安南區,顯宮里,1
臺南市,安南區,鹿耳里,0
臺南市,安南區,四草里,0
臺南市,安南區,安和里,0
臺南市,安南區,溪北里,0
臺南市,安南區,溪頂里,0
臺南市,安南區,溪墘里,1
臺南市,安南區,海佃里,3
臺南市,安南區,幸福里,0
臺南市,安南區,鳳凰里,0
臺南市,安南區,梅花里,6
臺南市,安南區,理想里,0
臺南市,安南區,溪東里,4
臺南市,安南區,淵中里,15
臺南市,安南區,布袋里,0
臺南市,安南區,國安里,12
臺南市,安南區,安富里,1
臺南市,安南區,大安里,10
臺南市,安平區,西門里,0
臺南市,安平區,金城里,1
臺南市,安平區,石門里,0
臺南市,安平區,漁光里,0
臺南市,安平區,建平里,16
臺南市,安平區,怡平里,1
臺南市,安平區,華平里,10
臺南市,安平區,平通里,19
臺南市,安平區,文平里,39
臺南市,安平區,國平里,15
臺南市,安平區,育平里,7
臺南市,安平區,億載里,19
臺南市,安平區,海頭里,0
臺南市,安平區,港仔里,2
臺南市,安平區,平安里,0
臺南市,中西區,公正里,0
臺南市,中西區,銀同里,1
臺南市,中西區,小西里,0
臺南市,中西區,仙草里,0
臺南市,中西區,赤嵌里,0
臺南市,中西區,五妃里,0
臺南市,中西區,郡王里,1
臺南市,中西區,福安里,3
臺南市,中西區,法華里,3
臺南市,中西區,大南里,0
臺南市,中西區,開山里,0
臺南市,中西區,進學里,0
臺南市,中西區,建國里,0
臺南市,中西區,青年里,0
臺南市,中西區,永福里,0
臺南市,中西區,永華里,0
臺南市,中西區,天后里,0
臺南市,中西區,三民里,0
臺南市,中西區,萬昌里,4
臺南市,中西區,普濟里,0
臺南市,中西區,水仙里,0
臺南市,中西區,藥王里,1
臺南市,中西區,協和里,1
臺南市,中西區,文賢里,0
臺南市,中西區,光賢里,1
臺南市,中西區,元安里,0
臺南市,中西區,協進里,0
臺南市,中西區,安海里,0
臺南市,中西區,民生里,0
臺南市,中西區,中正里,0
臺南市,中西區,大涼里,0
臺南市,中西區,民主里,2
臺南市,中西區,西湖里,5
臺南市,中西區,西賢里,32
臺南市,中西區,三合里,1
臺南市,中西區,民權里,5
臺南市,中西區,保安里,0
臺南市,中西區,郡西里,5
